0.00036, 0.00, 0.00, 0.00, 0, 0
0.00066, 0.00, 0.00, 0.00, 0, 0
0.00094, 0.00, 0.00, 0.00, 0, 0
0.00121, 0.00, 0.00, 0.00, 0, 0
0.00149, 0.00, 0.00, 0.00, 0, 0
0.00177, 0.00, 0.00, 0.00, 0, 0
0.00205, 0.00, 0.00, 0.00, 0, 0
0.00233, 0.00, 0.00, 0.00, 0, 0
0.00260, 0.00, 0.00, 0.00, 0, 0
0.00287, 0.00, 0.00, 0.00, 0, 0
0.00314, 0.00, 0.00, 0.00, 0, 0
0.00339, 0.00, 0.00, 0.00, 0, 0
0.00365, 0.00, 0.00, 0.00, 0, 0
0.00399, 0.00, 0.00, 0.00, 0, 0
0.00426, 0.00, 0.00, 0.00, 0, 0
0.00453, 0.00, 0.00, 0.00, 0, 0
0.00480, 0.00, 0.00, 0.00, 0, 0
0.00506, 0.00, 0.00, 0.00, 0, 0
0.00533, 0.00, 0.00, 0.00, 0, 0
0.00559, 0.00, 0.00, 0.00, 0, 0
0.00586, 0.00, 0.00, 0.00, 0, 0
0.00613, 0.00, 0.00, 0.00, 0, 0
0.00639, 0.00, 0.00, 0.00, 0, 0
0.00666, 0.00, 0.00, 0.00, 0, 0
0.00692, 0.00, 0.00, 0.00, 0, 0
0.00718, 0.00, 0.00, 0.00, 0, 0
0.00745, 0.00, 0.00, 0.00, 0, 0
0.00771, 0.00, 0.00, 0.00, 0, 0
0.00797, 0.00, 0.00, 0.00, 0, 0
0.00823, 0.00, 0.00, 0.00, 0, 0
0.01564, 0.00, 0.00, 0.00, 0, 0
0.01594, 0.00, 0.00, 0.00, 0, 0
0.01620, 0.00, 0.00, 0.00, 0, 0
0.01647, 0.00, 0.00, 0.00, 0, 0
0.01673, 0.00, 0.00, 0.00, 0, 0
0.01699, 0.00, 0.00, 0.00, 0, 0
0.01726, 0.00, 0.00, 0.00, 0, 0
0.01752, 0.00, 0.00, 0.00, 0, 0
0.01779, 0.00, 0.00, 0.00, 0, 0
0.01806, 0.00, 0.00, 0.00, 0, 0
0.01832, 0.00, 0.00, 0.00, 0, 0
0.01859, 0.00, 0.00, 0.00, 0, 0
0.01886, 0.00, 0.00, 0.00, 0, 0
0.01912, 0.00, 0.00, 0.00, 0, 0
0.01938, 0.00, 0.00, 0.00, 0, 0
0.01964, 0.00, 0.00, 0.00, 0, 0
0.01990, 0.00, 0.00, 0.00, 0, 0
0.02016, 0.00, 0.00, 0.00, 0, 0
0.02041, 0.00, 0.00, 0.00, 0, 0
0.02113, 0.00, 0.00, 0.00, 0, 0
0.02139, 0.00, 0.00, 0.00, 0, 0
0.02165, 0.00, 0.00, 0.00, 0, 0
0.02190, 0.00, 0.00, 0.00, 0, 0
0.02216, 0.00, 0.00, 0.00, 0, 0
0.02241, 0.00, 0.00, 0.00, 0, 0
0.02267, 0.00, 0.00, 0.00, 0, 0
0.02293, 0.00, 0.00, 0.00, 0, 0
0.02318, 0.00, 0.00, 0.00, 0, 0
0.02344, 0.00, 0.00, 0.00, 0, 0
0.02369, 0.00, 0.00, 0.00, 0, 0
0.02399, 0.00, 0.00, 0.00, 0, 0
0.02424, 0.00, 0.00, 0.00, 0, 0
0.02450, 0.00, 0.00, 0.00, 0, 0
0.02476, 0.00, 0.00, 0.00, 0, 0
